"I don't see what the hate it for this movie.  I enjoyed it a lot: good action and humor, and it was great to see a young Nick Fury and Coulson.  Plus a few other characters that popped up in a few other Marvel movies.",positive
"1st watched 12/7/2002 - 3 out of 10(Dir-Steve Purcell): Typical Mary Kate & Ashley fare with a few more kisses. It looks to me like the girls are getting pretty tired of this stuff and it will be interesting what happens to them if they ever decide to split up and go there own ways. In this episode of their adventures they are interns in Rome for a `fashion' designer who puts them right into the mailroom to learn what working hard is all about(I guess..). Besides the typical flirtations with boys there is nothing much else except the Rome scenario until about ¾ way into the movie when it's finally revealed why they are getting fired, then re-hired, then fired again, then re-hired again. This is definetly made by people who don't understand the corporate world and it shows in their interpretation of it. Maybe the real world will be their next adventure(if there is one.). Even my kids didn't seem to care for this boring `adventure' in the make-believe. Let's see they probably only have a couple of years till their legal adults. We'll see what happens then.",negative
"Nothing revolutionary here; just impeccably elegant, restrained cinema.<br /><br />GARDE A VUE is confined almost exclusively to a drab police station, and mostly to one interrogation room, but director Claude Miller (who made the wonderful film THIS SWEET SICKNESS, among others) intercalates spare glimpses of exterior tableaux as minimalist locale scenography. Miller's restraint, especially early on, is breathtaking, and his exquisite handling of the consequently-pivotal interior mise-en-scene makes for captivating viewing.<br /><br />Lino Ventura is superb as usual, succeeding to legitimize a character that, on paper, is cliche: the laconic, hard-nosed, world-weary homicide detective. Ventura lives the role, making it completely believable, even though the script allows us little access to his inner workings; the film ends at the very moment it appears he will be forced to confront his failure for the first time.<br /><br />Michel Serrault is equal to the task as the suspected child-killer who shrewdly spars with the single-minded flic. The exchanges between the two are more-often-than-not pregnant with tension and the aura of a constantly metamorphosing playing field for a battle of wits. Serrault's character is by turns deplorably haughty and cunning, and pitiable; then later....<br /><br />The ""message"" of GARDE A VUE, if one were to search for one, is a condemnation of police methodology and the kind of pressures that make a cop over-zealous to, if necessary, close cases at the expense of justice. For most of its length though the film shines as nothing more than an exemplar of how to turn a potentially soporific set-bound scenario into a suspenseful drama of the utmost cinematic economy.<br /><br />",positive
It is a good movie for all women. It give it a lot of woman power. The story is ok not great had some funny moments but  drag a little but overall it was ok not great. You may like it the first time you watch it but this movie is those one you can go back and see it again.,positive
One of the most amazing movie I have ever watched,positive
"Actually a pretty good movie. No, I don't work for Disney. I actually liked the performance Brie Larson. Some had said she was playing the female version of Tony Stark but I didn't see that at all. She isn't overly funny. She is much more reserved. I kind of liked that because so many marvel characters are overly witty and do that wink wink look at me I'm just pretending to be a super hero.",positive
"Well, ""Cube"" (1997), Vincenzo's first movie, was one of the most interesting and tricky ideas that I've ever seen when talking about movies. They had just one scenery, a bunch of actors and a plot. So, what made it so special were all the effective direction, great dialogs and a bizarre condition that characters had to deal like rats in a labyrinth. His second movie, ""Cypher"" (2002), was all about its story, but it wasn't so good as ""Cube"" but here are the characters being tested like rats again.<br /><br />""Nothing"" is something very interesting and gets Vincenzo coming back to his 'Cube days', locking the characters once again in a very different space with no time once more playing with the characters like playing with rats in an experience room. But instead of a thriller sci-fi (even some of the promotional teasers and trailers erroneous seemed like that), ""Nothing"" is a loose and light comedy that for sure can be called a modern satire about our society and also about the intolerant world we're living. Once again Vicenzo amaze us with a great idea into a so small kind of thing. 2 actors and a blinding white scenario, that's all you got most part of time and you don't need more than that. While ""Cube"" is a claustrophobic experience and ""Cypher"" confusing, ""Nothing"" is completely the opposite but at the same time also desperate.<br /><br />This movie proves once again that a smart idea means much more than just a millionaire budget. Of course that the movie fails sometimes, but its prime idea means a lot and offsets any flaws. There's nothing more to be said about this movie because everything is a brilliant surprise and a totally different experience that I had in movies since ""Cube"".",positive
"OK, let's get this clear. I'm really not into sci-fi, but for some reason I love Stargate SG-1. <br /><br />Jack O'Neil takes his team SG-1 through a Stargate. A round device that creates a wormhole. It gives you the ability to travel to distant worlds. It might sound like your usual sci-fi-series, but it's not! The plot is set today not in some distant millennium like many other sci-fi-series. I find that great. It gives you things, happenings and such you can relate to, and you can jump into the series at any time without having to learn many new terms and names of all the gadgets. They have some of course but thanks to O'Neil who likes to keep a simple terminology, there's not many. <br /><br />The series has a nice blending of action, humor and drama. If you enjoy loads of special effects you're not going to find it here. They don't use many bad ones but a limited amount of well made special effects.",positive
I wanted a super hero film not a political agenda film. The movie was so boring and without Sam Jackson it would have been one of the worst films of the year.,controversial
I saw this movie today and its hardly as bad as people make it out to be like theyve never seen the movie! U have to be stupid not to understand why her lack of emotion throughout the movie and then changes when her memories really restored. Its good to above average and very good for being the beginning origin story for Captain Marvel and its connection to the rest of the Mcu!!! This is a better movie then Black Panther. Its also not so feminist or sjw crap as others said. Id put it with wonder women in that sense and id say id like it more,controversial
"Just overall vey dissapointing,a lot of the plot twists had little payoff and there were plot holes all throughout the movie, very poor film by rian johnson",negative
It was the worst movie of all time. I would never watch it again. waste of my time ,negative
Very generic and honestly quite bland.,negative
"Four, four and a half. Bumping to 5 because of trolls. I liked it on a Guardians-level bar. ",controversial
"Dull, overhyped. Unnecessary entry in the MCU, overpowered flat character. Deus ex machina is NOT what the MCU needs, but here comes Captain Marvel. Looking less forward to Endgame thanks to this.",negative
"What An Amazing MovieĂ˘?Â¤ĂŻÂ¸?Ă°""ÂĄ. .. One of the best Origin story..  I love the way how Marvel connects the movie.. Like it is just wow.. Ă°""ÂĄ",positive
"Very much enjoyed it. At first i really liked the 90s references, but admittedly after a while i think it was a little over the top. Overall great movie!",positive
"I saw this movie for the first time when Quentin Tarantino showed it to a bunch of us at the Alamo Drafthouse in Austin. He prefaced it with how freaking awesome he thought he was and how funny it was and in the context of his explanation, it was HILARIOUS. I can see how it would be damaging to some audiences, and the subject is not funny at all, but there are at least three lines in the film that had me laughing so hard I thought I'd pee. They don't come until after the halfway point, but when they do, oh God...you will die. Oh and Jim Brown is brilliant. He's not in a lot of the movie, but when he's there, you know whose movie it is. Naturally, the best line in the movie (and the funniest) is his; you'll know it when you hear it.",positive
"This movie is great. If you enjoy watching B-class movies, that is. This is a classic college 80's slasher movie, in which one song is played throughout the entire soundtrack. A horrible film, but worth renting to make fun of, or just to watch old men pop out of closets with knives. Kinda funny, if you ask me.",positive
"Another very nice film from Marvel. If you like any of the other Marvel films, you're sure to like this one.nnThe pacing was great as I never felt bored and the action scenes were never drawn out more than they had to. CGI used with L. Jackson wasn't even noticeable, very well done. Another good movie from Marvel that's worth the watch while waiting for Endgame",positive
"I thought the whole movie played out beautifully with fresh images and interesting cinematography the whole way through it. The actors were on top of their character's backs in nearly perfect timing and looked great. The music was lush and well-thought-out. It even had a decent twist of an ending. So what's with everyone voting it down? The story wasn't entirely fresh (felt like a remnant of ""Running Man"" with the whole television show idea), but the attitude towards Christianity and Judaism about how the public picks their Messiah certainly sounded true enough. It made sense to follow this one man who was put before a modern crowd and to put him on a pedestal because of his opportunity.<br /><br />It's possible that Christians or other religious people pick this up because the movie has the word ""God"" in it, but that shows what the filmmakers were trying to do is to teach a possibility to people who maybe never saw the world like this, especially in the modern world where Christianity has been more and more accepted and forgotten about by some.<br /><br />I gave it a 7/10 stars here on IMDb. I thought every ounce of the movie was entertaining and original, for the most-part. Check it out if you're not too offended to see an entertaining film from Madrid, Spain, about possibilities of the coming modern Messiah to a TV near you.",positive
"Starts off a little slow, picks up quick, good movie, I enjoyed it and would recommend to Marvel and non/marvel movie goers alike.",positive
"This was another great movie by Marvel, and even if the genre is getting a little repetitive, I can't say it's a bad film. The visuals were stunning, the story was interesting, and the soundtrack was perfect. However, some of the characters were pushed off to the side when I thought they could have been developed more. Overall, though, I thoroughly enjoyed this movie!nP.S. It's about time that Marvel made a female-led film, and the diverse and talented cast (including Larson- amazing actress, by the way) makes it so much more important. Don't miss this movie!nn-Talia",positive
"i went in with low expectations but came out pleasantly surprised. is it great like thor ragnarok, no. it is one of the better origin stories that truely shows how much of a bad ass captain marvel really is. is it perfect no but definitely a good movie",positive
"This film was seen by my wife and I when it came out in 1978. It was a revelation to us. We actually thought that we were the only gay and lesbian couple who had ever married and had children. Obviously we were wrong. Love may come from where you don't expect it and maybe don't want it. But we both chose that love anyway.<br /><br />And no, it never changed our sexual orientation. That kind of stuff is for the Christian wackos.<br /><br />When we were young we both had affairs, but never with the opposite sex. As we aged we stopped having extramarital affairs.<br /><br />This story is not far fetched. However, the suggestion that they became heterosexuals seems pretty unrealistic to me. My wife and I have been sleeping together for the last 40 years. We are still gay. End of story.",positive
"It was overall an enjoyable film.  The plot/story was solid.  Acting was wonderful.  Effects were great.  Pretty much what you expect in a MCU movie.  nnMy one issue is that I felt overwhelmed (and perhaps a bit isolated) with the clear social agenda, it's delivery, and it's frequency.  It's perfectly fine to have that stuff in a film, especially now, and especially for this film.  But I felt that it could have had just a few great enlightening/inspiring moments on the topic.  Instead, I felt like they looked for every minuscule opportunity to and seized it.  And went as far as to create opportunities to go even further, where doing so felt forced.nnThat was the only bit that didn't sit right with me.  Beyond that, I was excited to see the film and it doesn't disappoint.  It's not my new favorite Marvel movie ... but it's a welcome addition.  I look forward to further development of the character in future films in the MCU!",controversial
"The movie wasn't the worst movie I have seen but it wasn't the best either. It was a good story to fill in some gaps but the Brie Larsen was very rigid and looked uncomfortable in some scenes. I've never seen anything else she's been so I have nothing to compare her performance with but something was off. The story was pretty good but often predictable. I was disappointed in the movie given all the hype. There was a SJW part but I expected that considering the reports of Brie's comments about reporters. I don't care. This was the same quality movie as the Incredible Hulk (2008), I may have actually enjoyed that movie more. This movie came across as trying too hard.",negative
"Deliriously romantic comedy with intertwining subplots that mesh beautifully and actors who bounce lines off each other with precise comic timing, a feat that is beautiful to behold. When Cher's spineless fiancé asks her to help him make peace with his estranged, moody younger brother, no one could dream the consequences which follow. Operatic symbolism, Catholic church confessions, love bites and falling snow...""Moonstruck"" is timeless and smooth. It takes about 15 minutes for the picture's rhythm to kick in (there's an early sequence with the grandfather and his dogs at the cemetery that's a little rough, and a following scene with Cosmo and the elderly man at the gate that seems obtuse), but the patchwork of the plot is interwoven with nimble skill, and the movie's wobbly tone and kooky spirit are both infectious. ***1/2 from ****",positive
Amazing. Don't listen to trolls. Took the kids ages 4-12 plus 3 adults. We all loved it.,controversial
"Every kid has that movie that he pops into VHS when he has nothing to do, or when there is a babysitter around. This was that movie for me.<br /><br /> I can tell you the whole plot exactly, I must have seen it 100 times at least, and I can say it is a good kids/family movie.<br /><br />I still have the tape, I haven't watched it in 5 years, but maybe I'll get around to it this week, and be a kid for the day.<br /><br /> You just have to love the care bears, and their messege.<br /><br />",positive
Don't listen to this sea of negativity. I swear all these bad reviews must be from a sea of butt hurt social justice warriors. This movie was amazing. It will keep you guessing the entire time. I can't wait to see it again.,controversial
"Not gonna lie, it was a very underwhelming movie. The first act was good and I thought to myself, this is gonna be another fun MCU movie. Then after that it was all down hill. Brie Larson is missed cast. She just lacks the charisma and doesn't pull off as a super hero. Carol Danvers can work, they just need a new actress to play her. Brie Larson and comedy moments don't work at all. Part of the MCU is excitement along with that light hearted comedy. Brie Larson was the Star and she was personally the most forgettable in the movie. It's a below avenge Marvel Movie and a Tab bit disappointing. All that hype, drama, and build up for nothing. You can thank the toxic media for that as well.",negative
She is just a terrible actor... uh I feel dirty after watching this trash ,negative
Second worst MCU film (Iron Man 2 wins that title). Brie Larson was a terrible casting decision. She lacks presence and any emotional depth in the film. The overall plot derails halfway through the film and attempts to throw some curveballs that do not land and lead to a very unsatisfying climax. Characters are introduced in a way that assumes we have some kind of emotional ties to them with little explanation of why they matter. Very disappointing movie and to make matters worse Brie is slated to lead the MCU moving forward. ,negative
"Amazing movie, so much fun. nAll the trolls out there trying to bring it down, you're missing out on a great movie.",controversial
"Man on fire, is definitely one of the best drama/crime thrillers I have ever seen. Despite having a slow beginning the story is so amazingly complex and sensitive that it sticks together rather well. This is Denzel Washington's perfect role, in which he plays a body guard, called Creasy that is tormented by his past and is an alcoholic but never gives up on his duty to save his latest protégée, Pita. Dakota Fanning plays Pita, the very smart, enthusiastic little girl that loves so many things, and acts in a very convincing manner, she has a great future ahead of her. As I said the story is somewhat complicated, in order to fully understand it, you must watch it a couple of times.<br /><br />This film is made in two parts, there's the first hour, where everyone is happy, nothing's wrong, everyone's just living their lives happily until the kidnapping of Pita occurs and where Creasy is almost killed. And then there's the second part, the rest of the film, where suddenly everything becomes complicated and somewhat gruesome and disturbing, when Creasy's recovered from his severe injury and starts chasing and killing the numerous criminals and ""La Hermamdad"" that were responsible for the planning and execution of the kidnapping of Pita.<br /><br />Denzel Washington shows us his most up to date acting talents alongside many other talented actors which have a great future ahead of them. It is a real shame that this film hasn't been acknowledged enough, Washington really deserved another Oscar for his performance, and so did Fanning and the director. And even maybe the visual effects which were of very high quality.<br /><br />If you like excellent, slightly deranged, suspenseful thrillers, this is the one to see. The most amazing thing is that elements of this film are actually based on a real story and real characters! 10/10",positive
"...and I love it. Lots of special effects, and for a movie that's not made on mega budget, this movie really does great job of creating a fantasy masterpiece. I'm one of the guys who didn't understand the story at all, but this was still a great flick to watch. It's definitely up there in standards surpassing Bored of the Rings, and on par with movies like Harry Potter. Which is saying a lot for a movie again, made on a fraction of the budget of these international hits.<br /><br />One thing I really love about this movie is that it so stretches the envelope of adventure movie to come out of Hong Kong. The topic is exotic and original. Production quality is unlike anything seen coming out of HK for fantasy action movie, and acting is great.<br /><br />One of the best movies to come out of Hong Kong, this is the Infernal Affairs of Hong Kong fantasy movie, and I hope they'll continue working in this area, until they surpass Hollywood adventure movies.<br /><br />Just fantastic.",positive
"With all the controversy surrounding this flick, I expected it to be mediocre at best. I was pleasantly surprised to see that it's one of the better MCU films of the franchise. Far from being the stiff and emotionless actress the trolls have claimed, Brie was charming, funny, snarky and engaging, and her scene with Sam Jackson were the best of the film",controversial
It was the most disappointing film from the MCU and what's worse is how Rotten tomatoes keeps deleting my review... why? because I didn't like it? lol that's so silly... well I'm not gonna write out my whole review for the third time but I will say Samuel Jackson was the best part and Brie Larson was the opposite of it,negative
"Boring, bad premise, cares more about pushing political agendas, than to be good entertainment. Also Rotten Tomatoes shame on you for removing the Want to see functionality and please explain to me why I can't even give this junk 0 stars and why are you not allowing me to put it lower than half a star???",controversial
"Considering some of its unnecessarily preconceived hate, this film exceeds expectations in a mind-blowing way. With its enthralling backstory and exciting action sequences, Captain Marvel is sure to delight hardcore MCU fans everywhere. There are plenty of satisfying connections to other characters and storylines from across the MCU, and the final stretch of the film PERFECTLY sets up the upcoming events of Avengers: Endgame. If you are on the fence when it comes to seeing this film, avoid the trolls (and their hate) and hop over that fence as soon as possible.",controversial
"The story is extremely unique.It's about these 2 pilots saving Earth from alien beings but they have to use a special speed that makes everything around them age rapidly.The whole series is about the pilots dealing with the loss of time,friends,and mentors.<br /><br />The ending COULD have been fantastic.It started to end on a total down note and leave a real mark but instead ended on a super happy Disney note and annoyed me VERY bad.<br /><br />The animation is decent for 89 but can't compare to nowadays.I have also heard many complain about the cheesiness of the nudity.I actually found it to be somewhat decent.The nudity for the most part was warranted except in episode 2 where there was an excess.<br /><br />Overall it deserves a look but the ending keeps it from being a classic.",positive
"Horrendous pillaging of a classic.<br /><br />It wasn't written convincingly at all why Mary should develop such sympathy for Bates. He may be more stable until they start playing pranks with him, but he still doesn't help himself at all with his actions. (inviting a comparative stranger to stay alone with him in his until recently disused motel; telling the attractive young girl of his past mental issues; lying about the knives, etc... ) This, in addition to her previous knowledge should have kept Mary extremely wary of him, but this somehow doesn't happen just so they can play the 'mistaken-identity-murder-game later on. Which in itself is also ridiculous: 'So-and-so is the real killer - plus her as well - also him! There were too many contrived twists in order to slap a story on screen when the narrative didn't need extending.<br /><br />It was good to see Perkins reprising his famous role again, but that's about the only small pleasure to be had. It's definitely not a patch on Hitchcock, and if you have no intention of even trying to get close then you shouldn't be bothering at all.",negative
"I really enjoyed this movie as a young kid. At that age I thought that the silly baseball antics were funny and that the movie was ""cool"" because of it's about sports. Now, several years later, I can look back and see what a well designed movie this was. This movie opened my eyes as a small child to the struggles other children dealt with and real world issues. That kind of exposure is largely lacking in kids movies these days which I don't think is to our society's benefit. Sure the baseball antics seem really dumb now, but they drew kids in. No seven year old is going to ask to see a movie about foster children, but they will ask to see a movie about baseball. Disney realized this fact and took advantage of it to teach these children an important lesson about the world.<br /><br />As a young adult the performance of Al and the other angels seems far less impressive, however I will give credit to the actors playing both children and Danny Glover who all did a fantastic job.",positive
"Strictly a C movie *and I loved WW* The plot made the hero bland,very few jokes hit home, the main action sequence outside the song was confusing and a let down. I feel most pple are going only because of End Game",negative
Ok its a massive blockbuster and its a star wars movie so the special effects and soundtrack are out of this world. But the film itself has a number of issues starting with the number of storylines that effects the pacing of the film and some fans may not be partial to the plots either,negative
"although this movie had a lot of controversy surrounding it, I gave it the benefit of the doubt only to be disappointed. I'm a big marvel fan watch all the movies. This however was disappointing and made me want to not have watched it as it belittled other characters from the Marvel universe. Nick Fury for example was given back story in this film. While in the previous films of the universe he is portrayed to have a dark past and had lost his eye at some point. This film makes a joke out of the character's backstory. I found myself pretty bored throughout the film and annoyed whenever they belittled characters.",negative
"first, The CGI of Samual L Jackson is AWESOME - unfortunately, that is the only good thing I can say about this flick. Absolutely no memorable fights...weak story...weak character development and bland visual style. I feel this is a political stunt for another Disney princess march line. She comes in waaaayyy to late in the game of 10+ yrs of Marvel movies with character development of heroes we've come to love.  Brie's character/performance does not have the likability, vulnerability, or human emotions that we have identified with other virtually every other character in MCU movies. And don't even get me started on her 3 minutes or so in End Game - that movie would have been successful without this forced political stunt character. ",controversial
Just watched it. Pretty disappointing.,negative
"Well, maybe the PC version of this game was impressive. Maybe. I just finished playing the PS2 version and it's pretty much a complete mess.<br /><br />There are a couple elements that are okay or promising. I'll mention those first because it will be over quickly. First, the idea of a historical GTA-like game is a great one. The game Gun was a historical GTA-like game and unlike Mafia, Gun was excellent. I'd love to see a game set during Mafia's era done right. Next, the storyline is well written. The story makes sense, it has dramatic arcs, it uses an unusual device (with much of the game being a backstory) and it's interesting. Finally, some of the graphics--especially those used during cutscenes--are impressive. Mafia's designers seemed to focus on getting the graphics right in the places where GTA skimped on that effort, especially the characters. Unfortunately in many other areas, the graphics kinda stink, and I'd much rather have excellent gameplay than impressive-looking characters.<br /><br />The gameplay is what sinks this title so low. First off, the controls and camera absolutely suck. That has to be the first focus of any game developers. You can't release a game where the controls and/or camera suck. Number one, there's no reason that the player's character, Tom, can't have his full range of motion controlled by the left analog stick. Unless it's absolutely necessary, and it hardly ever is, I hate the set-up where the left stick moves the character in a ""strafing"" way and the character can only turn using the right analog stick. Here, it's not only unnecessary, it makes most of the simplest actions a challenge. For example, Tom has to climb on a couple missions. But the game is designed so poorly that you have to frustratingly keep manipulating both the right analog stick and the camera, and then press L1 every time you need to climb, or Tom will descend instead.<br /><br />Next, I've never seen a worse fighting system. The first problem is that you can't auto-aim or lock on to any targets. At one early point, the game seems to tell you that you can use L2 or R2 to lock on to targets, but that never worked. So to focus on any enemy, you have to struggle with the stupid right analog stick and try to keep adjusting both the character's orientation and the camera, which tends to drift to the wrong angle or make Tom disappear all the time. By that time, you're probably getting pummeled or shot to death.<br /><br />Next, if you're touching or almost touching an enemy--and that's certainly going to be the case for hand to hand combat or when using melee weapons, the fighting system--which primarily consists of tapping or holding R1, is completely useless. Enemies can pummel you almost in a bear hug, but you just can't move unless you back off. So close fighting tends to consist of you yanking on the left analog stick, yelling at the character to move away, which it won't do 50% of the time, then tapping R1 as much as you can before the enemy gets too close again and makes R1 useless. And if the enemy changes their angle to you in the meantime, you're also going to struggle with the right analog stick to get your character oriented in the right way and to get the camera in position so you can see anything. By that time, you're probably getting pummeled or shot again, and your only option will be to try to move the character away again. My fights often consisted of making Tom run circles around an area like a comedy film, hoping that I could gain enough time to struggle with the analog stick and get a couple shots in before being at the AI's mercy again. So much for realistic fighting.<br /><br />And the same problems and more exist when trying to fight with guns. If you're touching someone, half the time the controller just won't allow you to fire off a shot, yet they can still riddle you full of holes. Additionally, there's no auto-aim, and the aiming system is ridiculously sensitive, even with the sensitivity set to zero under Options. Gunfights tend to consist of you hopelessly trying to aim or move away while the enemy puts shot after shot into you. Luckily or not, damage seems to be recorded almost randomly. It can take one to ten shots or more to incapacitate any character, and there's no rhyme or reason to it. You can put five shots into an enemy's head and near point blank range and they'll still return fire and hurt you. Yet, the game designers seemed to care enough about realism than they built a recoil into your aiming system, so after shots with powerful enough guns, your aim will float off target, and you'll have to fight with it again.<br /><br />As for the celebrated graphics, except for the characters and textures that you're close to, they're actually pretty disappointing. The distance always seems mostly empty, and there are often expanses of flat colors and textures nearby when you're driving. The city wasn't very well designed. It's not varied enough, and there aren't many interesting things to see or do. The cars seem slow and they're difficult to control. They also all drive about the same. Some have mentioned the music, but that was also pretty nondescript. A much better job could have been done on that end. Also, as many others have mentioned, the load times are ridiculous and constant. They tend to be over a minute long, and they occur between and in the middle of everything--even races.<br /><br />Overall, the Mafia port to PS2, at least, seems to have been very rushed. The game feels and plays like an incomplete hack job.",negative
"weak film, weak acting. very disappointing. seems like the only positive reviews are to ""stick it to the trolls""nnNot a troll, not impressed.",controversial
"I usually try to construct reasonably well-argued critiques of films, but I can not believe this got past the script stage. The dialogue is appalling, the acting very dodgy, the accents just awful, and the direction and pacing is scrappy at best.<br /><br />I don't remember the last time I saw a film quite this bad. Joseph Fiennes, pretty as he is, might just have killed his career as quickly as it started.<br /><br />The Island of Doctor Moreau was no worse than this garbage.",negative
I really like it. I don't understand the 0 from some haters. It doesnt deserve a 10 but certainly not a zero... Go see it !,controversial
"I saw this movie on Thursdays night after having a really boring day. I had no expectations, those I had were rather negative. Being that the only movie I've ever watched Jimmy in is the American version of Taxi with Queen Latifah(?)...don't ask why! But seriously..this movie is so cute! Drew Barrymore is always sweet, but I almost fell in love with Fallon's character. Why can't I meet a cute nerd like that. :) Movies like that are excellent. Simple, sweet and necessary. Sunday on a Thursdays. I'm not even a sports fan, but it's something about American movies with baseball that fascinates me. Probably the fact that we don't have that sport here in Norway.<br /><br />(My first comment ever.) Haha",positive
"Go see this movie for yourself. Trolls are trying to bomb this movie but Marvel has yet to disappoint me with any of their movies. I think, for an origin movie, it was a good film.",controversial
